"""ended day down""",719627436447535100,$JJSF
"""highest call put ratio""",719614954500857900,$INVA
"""intraday bo bull flagjnug""",30091485,$JNUG
"""google inc completes acquisition icoa""",10698860,$GOOG
"""play 430 announcement sell""",35960005,$TSLA
"""break yet either direction""",719884293732847600,$AMZN
"""go elsewhere""",38651699,$SGYP
"""patents look strong com""",9456018,$AMRN
"""back underdarn shorts""",5934720,$FMCN
"""unusual call activity""",710863854381563900,$CMG
"""agree buy""",710541216698335200,$CSCO
"""baltic dry index lower 8 days 30 years""",32381426,$BDI
"""stalled 10644 previously looking enter near 10650""",719942280258322400,$NFLX
"""cmon bulls buy dips""",13895720,$SPY
"""buying""",719607804538044400,$EBAY
"""stock high probability rallying""",13116484,$VOLC
"""picked up calm target 57 gild target 115 great upside potential""",709948124849115100,$GILD
"""sell sell sell short sell idiots leave em holding bag going end up like vrx worthless bloated pos""",719585827374895100,$VRX
"""breakout above 2983 would constitute technical entry short term trader""",15715060,$YHOO
"""red aapl dragging down qqq""",719890047135281200,$QQQ
"""strong move today junior gold minerskeep eye gap fill""",30403288,$GDX
"""china winners""",19639364,$BIDU
"""sorry longs correction mode""",7678713,$AAPL
"""short""",711188520115818500,$TSLA
"""good news coming ill hold thirty large""",9564221,$ANTH
"""nice see turn corner""",25735517,$PLUG
"""crazy ceo marissa mayer would receive multiple millions dollars failing turn yhoo around""",719551384249634800,$YHOO
"""drugs biotech getting perky""",719630671220777000,$MRK
"""failed breakouts failed setupslimping crutches next week""",7867073,$MNST
"""im still bullish""",5576283,$AAPL
"""hit short term target 100 sma""",710511181027536900,$AAPL
"""next long im eyeing""",9298895,$NSM
"""maybe new buy program""",26037247,$SPY
"""unusual call buying""",711907079296933900,$DVN
"""ascending triangle gives bullish bias chartbreakout above 84 positive""",24228488,$TROW
"""iraq boosts oil production record""",719493174167625700,$SPX
"""reasons caution chinese stocks""",719680445550587900,$DANG
"""short setups looking nicereally nice""",709779449663721500,$HRTX
"""buy call""",719536774821867500,$ANPPF
"""hell would touch right""",11041345,$AAPL
"""misses 001misses revenue""",719877375102570500,$FAST
"""aapl using googl cloud""",710232349779300400,$AAPL
"""pie sky""",719849703106551800,$AMZN
"""todays strong radar stock""",37516896,$MATW
"""went long short acct""",8108130,$AAPL
"""synergy pharma soars 67 today positive phase 3 results""",38428783,$SGYP
"""unusual call activity""",709777793798656000,$ASHR
"""tight pattern""",6307787,$AMT
"""moved upper bollinger band""",29695868,$TXN
"""breaking""",8412634,$AMZN
"""68 calls buying activity""",709398151283793900,$TRIP
"""could technical sellersshorts getting back game""",6495505,$SINA
"""unusual call activity""",710863854381563900,$C
"""buyingputs tomorrow""",5350721,$TNA
"""good opportunity buy""",719881403970818000,$SBUX
"""today close csx""",719862035396169700,$CSX
"""breaking""",719530610193137700,$CTRP
"""seems strange marketthe way oil controlling markets""",32430292,$SPY
"""top netpayoutyields""",710965451677827100,$M
"""suggestion puts buy""",15804408,$AAPL
"""anyone know whats up big sell""",15526518,$CYBX
"""3 top japan etfs surge higher 2h""",38895736,$ITF
"""closed buy""",719593062406598700,$FB
"""bear raid effect""",8701834,$VVUS
"""massive short squeeze opportunity""",5662488,$GMCR
"""teel revenue rises 36 auto sector demand""",31795627,$AKS
"""best stocks 2012""",6178538,$CAT
"""board assess alibabasoftbank proposal""",6202274,$YHOO
"""picking up speed""",7842859,$SDS
"""stock ripping""",39047416,$COWN
"""361""",20249627,$ACAD
"""whole foods market slated open doors may 25""",719584100227526700,$WFM
"""1m6m trends turn bullish today""",33172382,$BBRY
"""citi even reconfirmed outperform""",11025416,$ARIA
"""homebuilders lead sustained stock market rally""",5704419,$XHB
"""full bull call spread ranging""",13560345,$AMRN
"""not want go downrisk appetite still high""",6692038,$JNK
"""peter smedley reiterates jd sports fashion buy""",719781150554722300,$JD
"""institutions seem like class stocks""",12767826,$BHI
"""time embrace dividend growth""",719559500852662300,$WYN
"""nobody wants electric car""",708898404181475300,$TSLA
"""reak hod volumewe nice consolidation completed another run""",34060864,$KNDI
"""stock climbs barrons sees 40 upside""",719549030892744700,$AAPL
"""tock way highupgrades positive news expected""",29580219,$ARIA
"""short squeeze ready upside w crossing important technical level""",708351849796083700,$JBLU
"""nlsn launching marketing cloud""",719900573856829400,$NLSN
"""addding tsla ss added small vrx long tsla vrx""",710857137585528800,$VRX
"""buy call""",719536774821867500,$LIFE
"""oil prices down oil stocks looking less cheap""",30827588,$OIL
"""whos buying""",26733780,$GTAT
"""anglo american jumps 9""",719937548668256300,$RIO
"""component supplier crus falls sale""",13084809,$CRUS
"""nice day rally""",719535506980266000,$AMZN
"""nibbling small longbuying 13min charts""",10586814,$AAPL
"""posted buy pm 440""",8065304,$EFUT
"""fire marissa maye""",708385672998989800,$YHOO
"""someone buying bighere lows""",709420584979927000,$STX
"""looking good""",18365036,$YELP
"""amazing run since middle march""",8596164,$SONC
"""generate 895m revenue""",719875775097348100,$FB
"""could lotto winners""",18706410,$SRPT
"""piper jeffries raises pti remain long""",719523999282278400,$ILMN
"""cant understand logic shorting nowoh well helps price go up guess""",20312961,$GE
"""rally fridaynew52weekhighsp 31""",708399906990329900,$T
"""abc bullish pattern""",709893877566582800,$CHKP
"""nice pattern al weeklybut pre earnings action thursday needs resolved""",13523414,$AL
"""institutions seem like class stocks""",12767826,$FTI
"""lucrative esports opportunity""",719540465188675600,$SIRI
"""v momentum""",719612962013634600,$V
"""225 million new internet users added globally every year""",719533807897047000,$AMZN
"""equity indexes working positive engulfing march""",7399381,$SMH
"""big year amgn""",719545584995029000,$AMGN
"""amzn dropping 7b market capbecause theyre losing 400m aapls business""",710491410789752800,$AMZN
"""grpn much better day fb""",8067736,$GRPN
"""launching japan fallthink one fastest launches country date""",36925712,$NFLX
"""added nxpi""",719586430243090400,$NXPI
"""going back slowly""",710793306100228100,$TSE
"""added long friday close""",719515579372077000,$BLUE
"""nice day rally""",719535506980266000,$WMT
"""seriously nothing says strong growth likewell played""",13132243,$XLP
"""fast 56pc dive""",7853493,$SPY
"""active puts""",16084152,$LAMR
"""wanted get morning missed""",19034611,$ECA
"""bot 224""",10561783,$KCG
"""clearing new 52week high good base""",12134471,$OKSB
"""short term consolidation movement higher""",18526288,$NFLX
"""come party buy thisgonna give solid gains dividend""",34332530,$HCP
"""fb still dog going much lower week""",719523139730993200,$FB
"""kndi china electric car maker china car sales 78""",719528176096030700,$TSLA
"""holy green day batmanluv plan comes together""",10892920,$WPRT
"""went 26 66""",8205873,$GLD
"""remember squeeze market di""",16915153,$JCP
"""needs make solid break thru current resistance""",8784472,$AWAY
"""sometimes question bother sub 500 stocksretail short sighted""",21778536,$BAXS
"""rsi lowest level since october 2012""",15249839,$DIA
"""announces record esports viewership""",719905644648632300,$ATVI
"""huge buy names""",37312789,$NUE
"""decent handlepretty tight month""",719602897479168000,$GOOGL
"""sandbagged guidancewas cautiously optimistic""",32199482,$GILD
"""fb 20 times advertisers twtr""",719486879842902000,$FB
"""poised breakout""",20276674,$ARIA
"""sdrl 369 long""",710115038011465700,$SDRL
"""closed friday rs line new highs""",19869247,$SOX
"""gon na start shorting every 10""",31015066,$UGAZ
"""large cap tech finally trying catch up rest market""",13279906,$QQQ
"""needs rush buyersi like tho""",13451840,$ALXA
"""juno got good news today""",719669537201725400,$JUNO
"""room go""",719915781719347200,$ESRX
"""dilution dont scare""",39047584,$ETRM
"""bumped up resistance 3 times 5min""",35950566,$CLF
"""iraq boosts oil production record""",719493174167625700,$NUGT
"""watch momentum above""",15530874,$NVDQ
"""600 yearly return not ordinary occurrence""",20795798,$TSLA
"""gon na short tsla tomorrows opening""",719672950044106800,$TSLA
"""sign healthy advancing stock stays above 20dma""",33674145,$ATHX
"""down big would awesome""",5887305,$SPY
"""n great financial position""",709019023921561600,$ISRG
"""start going up slowly""",21805951,$RNN
"""todays losers""",719652260322476000,$ICPT
"""breakout longthrough 100 200 masee run""",5509901,$T
"""may lower entry point""",37476848,$PX
"""charts flashing oversold""",25145744,$RAD
"""long""",5959915,$TSPT
"""trims stake""",710554129844797400,$MDLZ
"""up 1326""",708381020765052900,$JKHY
"""5 best analyst rated stocks""",710496429974888400,$ORCL
"""still go down lack new products""",719908259893616600,$AAPL
"""think jazz plenty room run lots momentum continue pushing new highs""",18405590,$JAZZ
"""dump minor loss""",9369557,$ASTX
"""lots nice setups energy liking whiting day crzo""",23526008,$WLL
"""lets burn""",709439542089158700,$SPY
"""beatup ah""",25160682,$TWTR
"""every time jumps back range""",6929823,$SINA
"""otherwise long""",711987709972127700,$AAPL
"""bottom right""",28703227,$PRGN
"""accumulating""",11107935,$ET
"""elon muskã¢â‚¬â„¢s comparision tsla aapl doesnã¢â‚¬â„¢t go well""",32648097,$AAPL
"""trending""",709731726726193200,$OUTR
"""anyone else see issue wonder ebay stock sucks""",719611920110776300,$EBAY
"""unusual call activity""",710863854381563900,$GOOG
"""green lol makeup cover ugliness""",21856695,$RDEN
"""biggest market losers""",709834259687710700,$ASPS
"""unusual call activity""",710863854381563900,$CLF
"""quality stocks high cash returns""",32427089,$PPC
"""play longs""",719517217247735800,$HTS
"""biggest market losers""",709834259687710700,$VRX
"""bmw takes leap ahead tesla""",719756644968763400,$BAMXY
"""short interest increases yet""",8504139,$SPY
"""netflix raising prices 17m subscribers 2""",719501877843349500,$NFLX
"""covered up last""",14024460,$SCTY
"""looking sharp move up equities""",710143603524427800,$HD
"""amgn one year laterim tired waiting""",719549796994814000,$REGN
"""cash cheap financing fueling wave acquisitions""",10573348,$TEA
"""juniper tumbles q1 warning""",719623868495728600,$JNPR
"""probably hit near term highmomentum slowing huge run""",25969840,$AAPL
"""decent pull back""",39050045,$WX
"""google baidutesla fast track create robot cars""",719901932169527300,$GOOGL
"""cheaper oil introduce shipment higher tanker rates""",30919823,$FRO
"""aint bad iether""",9756290,$WYNN
"""amzn up 5 points yesterdays trade entry alert""",709803667948318700,$AMZN
"""whats behind drop""",38625785,$AMBA
"""pure garbage stock""",16669526,$EBAY
"""whole semiconductor space looks interesting""",719581208120844300,$SMH
"""sells 109000 shares facebook""",719528734299197400,$FB
"""trails msft orcl goog crm adbe""",719599233280512000,$ORCL
"""short""",719582524142403600,$V
"""stock split""",719880627412148200,$FB
"""calls nice gainsstill holdingweek made morning""",709418142645137400,$FB
"""efficient boring""",719585625859428400,$GOOG
"""buy point changed 319 318""",16080172,$AMZN
"""ibio seems gaining big moneyshorts hurting""",35904055,$IBIO
"""im buyer""",719572200051880000,$TSLA
"""stocks higher afternoon trade""",719599977480253400,$UA
"""lets burn""",709439542089158700,$AAPL
"""im glad got stopped""",31099441,$AAPL
"""far good bbry not breakcoz told key support level""",24462309,$BBRY
"""covered call""",710127113127530500,$SCTY
"""sold half ugaz long""",32476166,$UGAZ
"""100 upside left next 6 mnths""",12108658,$BIDU
"""sinking ship""",10310716,$HK
"""jan18 6 put big print""",709749425208320000,$SYMC
"""longs""",12248515,$CLWR
"""future profits huge""",22695238,$YELP
"""major pump dump coming week""",31710623,$OCN
"""biggest st50 gainers""",6006891,$PKT
"""wait little longer reentering""",30632010,$UGAZ
"""possible double bottom set up""",17792845,$GLD
"""short week next week""",12105568,$TZA
"""breaking 52 week highs timing looks great""",719939196627116000,$IGE
"""higher afternoon tradebuy point""",719599977480253400,$JPM
"""short squeeze ready upside w crossing important technical level""",708351849796083700,$MGM
"""buy area""",5960438,$AAPL
"""begin assault intel""",719762401156034600,$INTC
"""today bought""",719585607215808500,$YHOO
"""analysts conjuring up metrics bring down boost short positions""",719691311943536600,$AAPL
"""surges deal""",708433303922204700,$CMCSA
"""pick one would""",13461331,$STX
"""rough climb topmany traders bag holders looking get""",34779026,$ISIS
"""stocks higher afternoon trade""",719599977480253400,$AA
"""bullish pennantsymmetrical triangle bo progresslong 266""",24061441,$ISR
"""not sure see much tsla up side thus week""",711377964647129100,$TSLA
"""one believes flyin anymore""",12824244,$PCLN
"""7324""",23774048,$TNA
"""not optimisticfundementals charts look like poopoo quarter""",5542818,$AMZN
